Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Coloeus monedula,Animal
Anthus trivialis,Animal,hasEndoparasite,Plasmodium,Animal
Plasmodium circumflexum,Animal,endoparasiteOf,Troglodytes troglodytes,Animal
Sylvia borin,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Plasmodium circumflexum,Animal,endoparasiteOf,Cyanistes caeruleus,Animal
Phylloscopus trochilus,Animal,hasEndoparasite,Plasmodium relictum,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Sylvia borin,Animal
Parus major,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Fringilla coelebs,Animal,hasEndoparasite,Plasmodium circumflexum,Animal
Muscicapa striata,Animal,hasEndoparasite,Haemoproteus pallidus,Animal
Cyanistes caeruleus,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Phoenicurus phoenicurus,Animal
Haemoproteus lanii,Animal,endoparasiteOf,Lanius collurio,Animal
Plasmodium relictum,Animal,endoparasiteOf,Phylloscopus trochilus,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Parus major,Animal
Haemoproteus parabelopolskyi,Animal,endoparasiteOf,Sylvia communis,Animal
Lanius collurio,Animal,hasEndoparasite,Haemoproteus lanii,Animal
Parus major,Animal,hasEndoparasite,Plasmodium circumflexum,Animal
Troglodytes troglodytes,Animal,hasEndoparasite,Plasmodium circumflexum,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Cyanistes caeruleus,Animal
Periparus ater,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Plasmodium,Animal,endoparasiteOf,Parus major,Animal
Erithacus rubecula,Animal,hasEndoparasite,Plasmodium relictum,Animal
Plasmodium,Animal,endoparasiteOf,Muscicapa striata,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Cyanistes caeruleus,Animal
Phylloscopus sibilatrix,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Sylvia borin,Animal,hasEndoparasite,Plasmodium relictum,Animal
Periparus ater,Animal,hasEndoparasite,Plasmodium,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Phylloscopus sibilatrix,Animal
Sylvia borin,Animal,eats,Solanum dulcamara,Plant
Hippophae,Plant,eatenBy,Sylvia atricapilla,Animal
Curruca curruca,Animal,eats,Ribes nigrum,Plant
Rubus,Plant,eatenBy,Curruca curruca,Animal
Sylvia atricapilla,Animal,eats,Rubus,Plant
Sambucus nigra,Plant,eatenBy,Sylvia borin,Animal
Sambucus nigra,Plant,eatenBy,Sylvia atricapilla,Animal
Rubus,Plant,eatenBy,Sylvia borin,Animal
Sambucus nigra,Plant,eatenBy,Curruca curruca,Animal
Ribes nigrum,Plant,eatenBy,Sylvia atricapilla,Animal
Curruca curruca,Animal,eats,Solanum dulcamara,Plant
Ribes nigrum,Plant,eatenBy,Sylvia borin,Animal
Solanum dulcamara,Plant,eatenBy,Sylvia atricapilla,Animal
Sylvia atricapilla,Animal,eats,Ribes nigrum,Plant
Sylvia borin,Animal,eats,Hippophae,Plant
Sylvia borin,Animal,eats,Rubus,Plant
Solanum dulcamara,Plant,eatenBy,Curruca curruca,Animal
Sylvia atricapilla,Animal,eats,Sambucus nigra,Plant
Curruca curruca,Animal,eats,Sambucus nigra,Plant
Sylvia borin,Animal,eats,Sambucus nigra,Plant
Sylvia atricapilla,Animal,eats,Hippophae,Plant
Rubus,Plant,eatenBy,Sylvia atricapilla,Animal
Hippophae,Plant,eatenBy,Curruca curruca,Animal
Curruca curruca,Animal,eats,Rubus,Plant
Solanum dulcamara,Plant,eatenBy,Sylvia borin,Animal
Sylvia borin,Animal,eats,Ribes nigrum,Plant
Curruca curruca,Animal,eats,Hippophae,Plant
Hippophae,Plant,eatenBy,Sylvia borin,Animal
Sylvia atricapilla,Animal,eats,Solanum dulcamara,Plant
Ribes nigrum,Plant,eatenBy,Curruca curruca,Animal
Cladosporium tenuissimum,Fungi,hasHost,Fraxinus excelsior,Plant
Phlyctema vagabunda,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Valsa sp.,Fungi
Fraxinus excelsior,Plant,hostOf,Phoma herbarum,Fungi
Fraxinus excelsior,Plant,pathogenOf,Phomopsis sp.,Fungi
Fraxinus excelsior,Plant,hostOf,Peniophora sp.,Fungi
Fusarium lateritium,Fungi,hasHost,Fraxinus excelsior,Plant
Penicillium crustosum,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,pathogenOf,Epicoccum nigrum,Fungi
Chaetomium globosum,Fungi,hasHost,Fraxinus excelsior,Plant
Ascochyta sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Didymella glomerata,Fungi
Penicillium glabrum,Fungi,hasHost,Fraxinus excelsior,Plant
Fusarium avenaceum,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Lewia sp.,Fungi
Fraxinus excelsior,Plant,hostOf,Leptosphaeria sp.,Fungi
Apiospora arundinis,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Ascochyta sp.,Fungi
Valsa sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Penicillium crustosum,Fungi
Fraxinus excelsior,Plant,hostOf,Paraconiothyrium fuckelii,Fungi
Fraxinus excelsior,Plant,hostOf,Phlyctema vagabunda,Fungi
Fraxinus excelsior,Plant,hostOf,Aureobasidium pullulans,Fungi
Aureobasidium pullulans,Fungi,hasHost,Fraxinus excelsior,Plant
Diaporthe rudis,Fungi,hasHost,Fraxinus excelsior,Plant
Diaporthe helianthi,Fungi,hasHost,Fraxinus excelsior,Plant
Hymenoscyphus fraxineus,Fungi,hasPathogen,Fraxinus excelsior,Plant
Colletotrichum acutatum,Fungi,hasHost,Fraxinus excelsior,Plant
Microdiplodia sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Leptosphaeria sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Alternaria alternata,Fungi,hasPathogen,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Penicillium glabrum,Fungi
Fraxinus excelsior,Plant,hostOf,Microdiplodia sp.,Fungi
Peniophora sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Apiospora arundinis,Fungi
Fraxinus excelsior,Plant,hostOf,Coniochaeta sp.,Fungi
Boeremia exigua,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Colletotrichum acutatum,Fungi
Fraxinus excelsior,Plant,hostOf,Chaetomium globosum,Fungi
Fraxinus excelsior,Plant,hostOf,Dothiorella sarmentorum,Fungi
Didymella glomerata,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Diaporthe rudis,Fungi
Fraxinus excelsior,Plant,hostOf,Eutypa lata,Fungi
Eutypa lata,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,pathogenOf,Hymenoscyphus fraxineus,Fungi
Fraxinus excelsior,Plant,hostOf,Cladosporium tenuissimum,Fungi
Fraxinus excelsior,Plant,pathogenOf,Alternaria alternata,Fungi
Fraxinus excelsior,Plant,hostOf,Melanconis,Fungi
Fraxinus excelsior,Plant,hostOf,Fusarium lateritium,Fungi
Botrytis cinerea,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Diplodia mutila,Fungi
Phoma herbarum,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Botrytis cinerea,Fungi
Fraxinus excelsior,Plant,hostOf,Cytospora sp.,Fungi
Paraconiothyrium fuckelii,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Diaporthe helianthi,Fungi
Coniochaeta sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Melanconis,Fungi,hasHost,Fraxinus excelsior,Plant
Epicoccum nigrum,Fungi,hasPathogen,Fraxinus excelsior,Plant
Cytospora sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Boeremia exigua,Fungi
Dothiorella sarmentorum,Fungi,hasHost,Fraxinus excelsior,Plant
Phomopsis sp.,Fungi,hasPathogen,Fraxinus excelsior,Plant
Monographella sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Monographella sp.,Fungi
Lewia sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Fusarium avenaceum,Fungi
Diplodia mutila,Fungi,hasHost,Fraxinus excelsior,Plant
Passeriformes,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Hymenoptera,Animal
Isopoda,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Orthoptera,Animal
Diplopoda,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Lepidoptera,Animal
Diptera,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Diplopoda,Animal
Pica pica,Animal,eats,Heteroptera,Animal
Pica pica,Animal,eats,Passeriformes,Animal
Annelida,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Annelida,Animal
Rodentia,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Rodentia,Animal
Araneidae,Animal,eatenBy,Pica pica,Animal
Lepidoptera,Animal,eatenBy,Pica pica,Animal
Orthoptera,Animal,eatenBy,Pica pica,Animal
Heteroptera,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Araneidae,Animal
Pica pica,Animal,eats,Isopoda,Animal
Pica pica,Animal,eats,Coleoptera,Animal
Hymenoptera,Animal,eatenBy,Pica pica,Animal
Coleoptera,Animal,eatenBy,Pica pica,Animal
Pica pica,Animal,eats,Diptera,Animal
Fraxinus excelsior,Plant,eatenBy,Capreolus capreolus,Animal
Betula pendula,Plant,eatenBy,Capreolus capreolus,Animal
Capreolus capreolus,Animal,eats,Betula pendula,Plant
Capreolus capreolus,Animal,eats,Pinus sylvestris,Plant
Pinus sylvestris,Plant,eatenBy,Capreolus capreolus,Animal
Capreolus capreolus,Animal,eats,Fraxinus excelsior,Plant
Dendrocopos major,Animal,createsHabitatFor,Betula,Plant
Dendrocopos major,Animal,createsHabitatFor,Fagus sylvatica,Plant
Quercus,Plant,hasHabitat,Dendrocopos major,Animal
Betula,Plant,hasHabitat,Dryobates minor,Animal
Dendrocopos major,Animal,createsHabitatFor,Quercus,Plant
Ulmus,Plant,hasHabitat,Dryobates minor,Animal
Quercus,Plant,hasHabitat,Dryobates minor,Animal
Dendrocopos major,Animal,createsHabitatFor,Fraxinus excelsior,Plant
Quercus,Plant,hasHabitat,Dendrocopos major,Animal
Dendrocopos major,Animal,createsHabitatFor,Betula,Plant
Dryobates minor,Animal,createsHabitatFor,Ulmus,Plant
Dendrocopos major,Animal,createsHabitatFor,Ulmus,Plant
Fagus sylvatica,Plant,hasHabitat,Dendrocopos major,Animal
Quercus,Plant,hasHabitat,Picus viridis,Animal
Betula,Plant,hasHabitat,Dendrocopos major,Animal
Quercus,Plant,hasHabitat,Picus viridis,Animal
Carpinus betulus,Plant,hasHabitat,Dendrocopos major,Animal
Dryobates minor,Animal,createsHabitatFor,Fraxinus excelsior,Plant
Dendrocopos major,Animal,createsHabitatFor,Carpinus betulus,Plant
Ulmus,Plant,hasHabitat,Dendrocopos major,Animal
Sorbus aucuparia,Plant,hasHabitat,Dryobates minor,Animal
Fagus sylvatica,Plant,hasHabitat,Dryobates minor,Animal
Fraxinus excelsior,Plant,hasHabitat,Picus viridis,Animal
Sorbus aucuparia,Plant,hasHabitat,Dendrocopos major,Animal
Picus viridis,Animal,createsHabitatFor,Fraxinus excelsior,Plant
Dendrocopos major,Animal,createsHabitatFor,Fagus sylvatica,Plant
Picus viridis,Animal,createsHabitatFor,Quercus,Plant
Betula,Plant,hasHabitat,Picus viridis,Animal
Dendrocopos major,Animal,createsHabitatFor,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasHabitat,Dendrocopos major,Animal
Fraxinus excelsior,Plant,hasHabitat,Dendrocopos major,Animal
Dryobates minor,Animal,createsHabitatFor,Betula,Plant
Carpinus betulus,Plant,hasHabitat,Dendrocopos major,Animal
Dendrocopos major,Animal,createsHabitatFor,Sorbus aucuparia,Plant
Fraxinus excelsior,Plant,hasHabitat,Picus viridis,Animal
Dryobates minor,Animal,createsHabitatFor,Fagus sylvatica,Plant
Fagus sylvatica,Plant,hasHabitat,Dendrocopos major,Animal
Betula,Plant,hasHabitat,Dendrocopos major,Animal
Picus viridis,Animal,createsHabitatFor,Quercus,Plant
Ulmus,Plant,hasHabitat,Dendrocopos major,Animal
Dendrocopos major,Animal,createsHabitatFor,Quercus,Plant
Fraxinus excelsior,Plant,hasHabitat,Dryobates minor,Animal
Picus viridis,Animal,createsHabitatFor,Fraxinus excelsior,Plant
Dendrocopos major,Animal,createsHabitatFor,Carpinus betulus,Plant
Dryobates minor,Animal,createsHabitatFor,Quercus,Plant
Dryobates minor,Animal,createsHabitatFor,Sorbus aucuparia,Plant
Picus viridis,Animal,createsHabitatFor,Betula,Plant
Dendrocopos major,Animal,createsHabitatFor,Ulmus,Plant
Capreolus capreolus italicus,Animal,eats,Cynodon dactylon,Plant
Potentilla reptans,Plant,eatenBy,Capreolus capreolus italicus,Animal
Acer campestre,Plant,eatenBy,Capreolus capreolus italicus,Animal
Quercus pyrenaica,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Euonymus europaeus,Plant
Crataegus monogyna,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Vicia sativa,Plant
Cistus salviifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Cytisus hirsutus,Plant
Hedera maderensis,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Carex flacca,Plant
Asparagus acutifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Plantago coronopus,Plant
Verbascum sinuatum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Euonymus atropurpureus,Plant
Verbascum blattaria,Plant,eatenBy,Capreolus capreolus italicus,Animal
Ficaria verna verna,Plant,eatenBy,Capreolus capreolus italicus,Animal
Acer monspessulanum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Pistacia lentiscus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Aremonia agrimonoides,Plant
Capreolus capreolus italicus,Animal,eats,Rhamnus alaternus,Plant
Capreolus capreolus italicus,Animal,eats,Taraxacum officinale,Plant
Capreolus capreolus italicus,Animal,eats,Dactylis glomerata,Plant
Capreolus capreolus italicus,Animal,eats,Juncus acutus,Plant
Capreolus capreolus italicus,Animal,eats,Prunus americana,Plant
Capreolus capreolus italicus,Animal,eats,Juncus acutus,Plant
Cytisus scoparius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Carpinus betulus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Rubus ulmifolius,Plant
Capreolus capreolus italicus,Animal,eats,Dactylis glomerata,Plant
Symphytum bulbosum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Cistus monspeliensis,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Erica arborea,Plant
Quercus pubescens pubescens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Taraxacum officinale,Plant
Pyrus communis,Plant,eatenBy,Capreolus capreolus italicus,Animal
Ranunculus repens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Acer campestre,Plant
Capreolus capreolus italicus,Animal,eats,Rosa canina,Plant
Capreolus capreolus italicus,Animal,eats,Carex flacca,Plant
Plantago coronopus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Corylus avellana,Plant
Capreolus capreolus italicus,Animal,eats,Rumex bucephalophorus,Plant
Verbascum thapsus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Verbascum sinuatum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Erica arborea,Plant,eatenBy,Capreolus capreolus italicus,Animal
Carex distachya,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Erica arborea,Plant
Capreolus capreolus italicus,Animal,eats,Rubus ulmifolius,Plant
Capreolus capreolus italicus,Animal,eats,Asparagus acutifolius,Plant
Rubus canescens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Crataegus monogyna,Plant
Ruscus aculeatus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Galium mollugo,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Ficaria verna verna,Plant
Euonymus europaeus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Plantago coronopus,Plant
Ranunculus bulbosus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Pyrus spinosa,Plant
Capreolus capreolus italicus,Animal,eats,Crataegus monogyna,Plant
Smilax aspera,Plant,eatenBy,Capreolus capreolus italicus,Animal
Euonymus europaeus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Cynodon dactylon,Plant,eatenBy,Capreolus capreolus italicus,Animal
Aremonia agrimonoides,Plant,eatenBy,Capreolus capreolus italicus,Animal
Cormus domestica,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Osyris alba,Plant
Capreolus capreolus italicus,Animal,eats,Carpinus betulus,Plant
Capreolus capreolus italicus,Animal,eats,Rumex conglomeratus,Plant
Syringa vulgaris,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Syringa vulgaris,Plant
Carex distachya,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Verbascum blattaria,Plant
Quercus helferiana,Plant,eatenBy,Capreolus capreolus italicus,Animal
Vicia sativa,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Olea europaea,Plant
Capreolus capreolus italicus,Animal,eats,Fraxinus angustifolia,Plant
Capreolus capreolus italicus,Animal,eats,Torminalis glaberrima,Plant
Arbutus unedo,Plant,eatenBy,Capreolus capreolus italicus,Animal
Trifolium repens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Corylus avellana,Plant,eatenBy,Capreolus capreolus italicus,Animal
Olea europaea,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Smilax aspera,Plant
Capreolus capreolus italicus,Animal,eats,Quercus pubescens pubescens,Plant
Spartium junceum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Rumex longifolius,Plant
Rumex longifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Galium verum,Plant
Capreolus capreolus italicus,Animal,eats,Phillyrea latifolia,Plant
Capreolus capreolus italicus,Animal,eats,Corylus avellana,Plant
Capreolus capreolus italicus,Animal,eats,Prunus cocomilia,Plant
Capreolus capreolus italicus,Animal,eats,Fraxinus angustifolia,Plant
Ruscus aculeatus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Cistus monspeliensis,Plant,eatenBy,Capreolus capreolus italicus,Animal
Osyris alba,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Verbascum blattaria,Plant
Verbascum blattaria,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Acer monspessulanum,Plant
Plantago serraria,Plant,eatenBy,Capreolus capreolus italicus,Animal
Plantago lanceolata,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Ranunculus bulbosus,Plant
Capreolus capreolus italicus,Animal,eats,Quercus pubescens pubescens,Plant
Rubia peregrina,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Ficaria verna verna,Plant
Capreolus capreolus italicus,Animal,eats,Rumex bucephalophorus,Plant
Rosa sempervirens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Symphytum bulbosum,Plant
Capreolus capreolus italicus,Animal,eats,Lonicera etrusca,Plant
Briza maxima,Plant,eatenBy,Capreolus capreolus italicus,Animal
Ranunculus repens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Rubus ulmifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Carex distachya,Plant
Capreolus capreolus italicus,Animal,eats,Trifolium aureum,Plant
Juncus acutus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Hedera maderensis,Plant
Rumex longifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Alnus glutinosa,Plant,eatenBy,Capreolus capreolus italicus,Animal
Taraxacum officinale,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Carex distachya,Plant
Rumex bucephalophorus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Quercus suber,Plant
Capreolus capreolus italicus,Animal,eats,Ruscus aculeatus,Plant
Capreolus capreolus italicus,Animal,eats,Bromus inermis,Plant
Capreolus capreolus italicus,Animal,eats,Aremonia agrimonoides,Plant
Capreolus capreolus italicus,Animal,eats,Rubus canescens,Plant
Dactylis glomerata,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Ranunculus bulbosus,Plant
Spartium junceum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Lonicera etrusca,Plant,eatenBy,Capreolus capreolus italicus,Animal
Quercus suber,Plant,eatenBy,Capreolus capreolus italicus,Animal
Plantago coronopus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Plantago lanceolata,Plant
Capreolus capreolus italicus,Animal,eats,Potentilla reptans,Plant
Capreolus capreolus italicus,Animal,eats,Ulmus minor,Plant
Capreolus capreolus italicus,Animal,eats,Cistus salviifolius,Plant
Capreolus capreolus italicus,Animal,eats,Verbascum thapsus,Plant
Capreolus capreolus italicus,Animal,eats,Hedera maderensis,Plant
Capreolus capreolus italicus,Animal,eats,Rumex sanguineus,Plant
Capreolus capreolus italicus,Animal,eats,Galium mollugo,Plant
Quercus pubescens pubescens,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Verbascum sinuatum,Plant
Capreolus capreolus italicus,Animal,eats,Cormus domestica,Plant
Ranunculus bulbosus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Asparagus acutifolius,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Dioscorea communis,Plant
Capreolus capreolus italicus,Animal,eats,Asparagus acutifolius,Plant
Capreolus capreolus italicus,Animal,eats,Cytisus scoparius,Plant
Carex flacca,Plant,eatenBy,Capreolus capreolus italicus,Animal
Trifolium pratense,Plant,eatenBy,Capreolus capreolus italicus,Animal
Galium verum,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Briza maxima,Plant
Capreolus capreolus italicus,Animal,eats,Quercus pyrenaica,Plant
Asphodelus ramosus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Asphodelus ramosus,Plant
Rumex sanguineus,Plant,eatenBy,Capreolus capreolus italicus,Animal
Capreolus capreolus italicus,Animal,eats,Alnus glutinosa,Plant
